User_ID,Date,Stock,Action,Quantity,Price,Trade_Type,Profit_Loss
U028,2025-06-08,RELIANCE,Buy,5,2627.0,Intraday,973.09
U038,2025-07-10,SBIN,Sell,10,1282.16,Future,-421.25
U037,2025-07-28,RELIANCE,Sell,50,1647.9,Delivery,-932.71
U033,2025-07-24,ITC,Sell,50,917.79,Option,-324.23
U002,2025-07-03,INFY,Buy,5,2505.25,Intraday,-627.44
U012,2025-06-06,ADANIENT,Buy,20,581.92,Delivery,415.14
U005,2025-07-08,BANKNIFTY,Buy,1,2823.95,Intraday,816.93
U034,2025-06-21,RELIANCE,Buy,5,2419.17,Delivery,468.38
U047,2025-07-10,SBIN,Sell,20,1500.22,Future,842.02
U025,2025-07-13,INFY,Buy,5,164.75,Option,760.91
U028,2025-07-25,ICICIBANK,Buy,5,1393.14,Future,-190.27
U022,2025-07-14,BANKNIFTY,Buy,10,683.05,Delivery,-864.84
U027,2025-08-02,TCS,Buy,5,1665.2,Intraday,-288.56
U015,2025-07-29,TCS,Sell,50,2100.75,Delivery,-195.38
U040,2025-06-11,ICICIBANK,Buy,50,1796.69,Intraday,-554.15
U042,2025-07-19,ICICIBANK,Buy,20,2545.26,Delivery,-979.9
U042,2025-06-20,TCS,Buy,10,796.79,Delivery,-526.88
U029,2025-07-14,ADANIENT,Sell,10,2207.56,Option,-654.95
U035,2025-06-21,BANKNIFTY,Buy,5,1586.73,Future,825.33
U017,2025-07-15,ADANIENT,Buy,1,1803.81,Intraday,224.69
U028,2025-07-21,INFY,Sell,50,116.47,Intraday,207.65
U012,2025-06-20,TCS,Sell,1,2586.49,Option,91.02
U036,2025-07-23,ITC,Buy,5,1632.98,Future,99.7
U031,2025-06-22,SBIN,Buy,5,2311.66,Option,-681.2
U019,2025-07-28,INFY,Sell,20,253.72,Option,-33.53
U024,2025-07-08,INFY,Buy,50,1623.2,Option,-491.55
U041,2025-07-27,SBIN,Sell,5,1848.89,Future,-758.08
U027,2025-07-01,SBIN,Sell,50,342.41,Intraday,342.46
U009,2025-07-16,ITC,Buy,50,2402.77,Delivery,189.18
U010,2025-06-07,ICICIBANK,Sell,20,1228.02,Delivery,-155.33
U027,2025-07-11,NIFTY,Sell,5,1890.04,Delivery,-578.25
U042,2025-06-28,NIFTY,Buy,1,2691.72,Option,583.06
U041,2025-07-06,HDFC,Sell,5,2500.77,Future,230.19
U024,2025-07-02,NIFTY,Buy,1,266.67,Option,-223.22
U036,2025-06-27,ADANIENT,Buy,1,118.17,Delivery,568.23
U034,2025-07-15,HDFC,Buy,5,1288.76,Intraday,-588.3
U043,2025-07-14,RELIANCE,Buy,50,2899.97,Delivery,-808.24
U033,2025-07-12,SBIN,Buy,10,2437.81,Intraday,-183.18
U029,2025-07-17,ITC,Buy,1,674.1,Option,884.36
U004,2025-07-06,ADANIENT,Buy,1,1144.22,Future,212.55
U025,2025-07-09,ITC,Buy,20,990.73,Intraday,968.69
U015,2025-07-28,TCS,Sell,1,1235.44,Option,93.83
U031,2025-07-10,NIFTY,Buy,5,2206.84,Future,363.43
U042,2025-06-24,ITC,Sell,50,717.09,Intraday,-422.48
U038,2025-07-07,ICICIBANK,Sell,5,794.02,Intraday,-663.07
U028,2025-06-13,ICICIBANK,Sell,20,547.98,Future,-818.27
U029,2025-06-23,HDFC,Sell,50,680.73,Delivery,257.15
U008,2025-06-24,BANKNIFTY,Sell,1,1608.34,Option,-586.36
U030,2025-06-11,ICICIBANK,Buy,20,2122.85,Intraday,296.11
U008,2025-06-08,RELIANCE,Buy,1,457.36,Intraday,-228.57
U026,2025-06-12,ADANIENT,Sell,1,1427.37,Future,-242.51
U033,2025-08-04,SBIN,Buy,20,2003.04,Delivery,293.71
U031,2025-07-28,SBIN,Buy,50,1644.26,Option,675.43
U016,2025-06-27,SBIN,Sell,20,1760.02,Intraday,-668.0
U047,2025-06-22,BANKNIFTY,Buy,5,669.29,Delivery,-652.6
U041,2025-07-17,ITC,Sell,5,2302.28,Future,112.19
U023,2025-06-17,RELIANCE,Buy,10,2059.48,Future,746.76
U038,2025-07-16,INFY,Sell,1,883.38,Future,209.69
U034,2025-06-12,RELIANCE,Sell,1,301.16,Option,-291.06
U049,2025-07-27,HDFC,Buy,5,646.65,Intraday,-203.27
U009,2025-07-13,SBIN,Sell,10,1506.4,Future,-296.51
U027,2025-08-04,SBIN,Sell,50,2016.81,Intraday,436.4
U003,2025-07-14,NIFTY,Sell,50,2827.49,Intraday,-38.45
U049,2025-07-08,NIFTY,Sell,50,2279.77,Option,433.63
U024,2025-06-15,ADANIENT,Sell,10,2585.17,Option,918.98
U049,2025-06-16,RELIANCE,Sell,5,2934.48,Option,345.38
U043,2025-07-06,ADANIENT,Sell,1,787.37,Delivery,-612.8
U017,2025-06-27,ITC,Sell,1,2527.96,Future,856.87
U014,2025-07-02,INFY,Sell,1,2531.22,Future,-675.54
U040,2025-06-09,NIFTY,Sell,5,1163.31,Option,-554.6
U011,2025-07-14,RELIANCE,Sell,20,2920.65,Intraday,-512.84
U018,2025-07-28,ICICIBANK,Buy,50,1762.46,Option,268.93
U040,2025-07-17,INFY,Buy,10,1475.59,Future,-303.44
U023,2025-06-27,INFY,Buy,1,2124.47,Future,567.19
U029,2025-07-11,INFY,Buy,50,2381.64,Future,652.76
U027,2025-07-04,RELIANCE,Buy,10,2035.48,Future,608.11
U007,2025-06-23,NIFTY,Buy,50,182.38,Future,-473.65
U022,2025-06-21,HDFC,Sell,10,2699.14,Delivery,971.48
U007,2025-08-01,RELIANCE,Buy,20,769.81,Future,-14.25
U010,2025-07-03,INFY,Sell,5,2697.44,Delivery,502.03
U041,2025-07-05,ICICIBANK,Sell,1,467.31,Delivery,-692.32
U009,2025-07-25,NIFTY,Buy,1,263.67,Option,-378.6
U042,2025-07-19,ITC,Sell,10,2611.64,Delivery,762.69
U045,2025-07-09,INFY,Sell,50,2476.12,Option,920.27
U047,2025-07-05,ADANIENT,Buy,10,455.86,Future,946.68
U030,2025-07-20,ITC,Buy,50,2536.72,Intraday,-925.56
U016,2025-06-18,NIFTY,Sell,20,1330.5,Future,994.64
U024,2025-06-22,TCS,Buy,5,428.15,Future,-866.13
U032,2025-06-21,ICICIBANK,Sell,50,1418.26,Option,-818.69
U016,2025-07-04,ADANIENT,Sell,50,950.71,Delivery,525.19
U047,2025-06-20,HDFC,Buy,5,1944.75,Future,-914.2
U002,2025-07-10,HDFC,Sell,50,2381.97,Intraday,-350.05
U024,2025-07-27,INFY,Buy,10,1545.98,Option,-884.25
U012,2025-07-30,TCS,Sell,20,1781.47,Option,-805.4
U041,2025-07-10,NIFTY,Sell,10,517.41,Option,569.33
U042,2025-06-11,BANKNIFTY,Sell,1,1499.77,Delivery,-456.37
U047,2025-08-04,ICICIBANK,Buy,10,1176.31,Future,-576.77
U019,2025-07-28,HDFC,Sell,5,2482.02,Intraday,-437.78
U023,2025-08-03,BANKNIFTY,Sell,1,2248.58,Future,892.27
U037,2025-07-24,RELIANCE,Buy,1,2392.43,Delivery,-56.72
U042,2025-07-18,SBIN,Buy,1,2811.37,Intraday,969.38
U016,2025-06-09,NIFTY,Buy,5,458.53,Future,151.74
U022,2025-07-10,ITC,Buy,50,2739.17,Delivery,637.38
U034,2025-07-08,HDFC,Buy,1,744.52,Delivery,-715.25
U024,2025-06-08,TCS,Buy,1,1038.36,Intraday,-936.03
U047,2025-06-11,BANKNIFTY,Buy,50,704.9,Future,435.33
U006,2025-07-06,SBIN,Buy,20,2963.06,Delivery,756.79
U030,2025-07-15,HDFC,Buy,50,1309.88,Future,500.75
U024,2025-06-19,BANKNIFTY,Sell,1,2775.97,Future,613.54
U030,2025-07-24,BANKNIFTY,Sell,5,1383.5,Intraday,526.17
U044,2025-07-08,NIFTY,Buy,10,1093.46,Future,-568.09
U034,2025-07-23,INFY,Buy,50,233.56,Intraday,-173.79
U024,2025-07-20,RELIANCE,Sell,20,897.46,Delivery,-340.23
U026,2025-07-13,ICICIBANK,Buy,10,111.6,Future,-673.07
U027,2025-06-09,SBIN,Buy,5,2763.9,Intraday,645.36
U014,2025-07-06,RELIANCE,Sell,5,752.31,Delivery,-21.36
U037,2025-07-29,RELIANCE,Buy,5,2326.93,Future,178.83
U010,2025-07-01,NIFTY,Buy,5,771.58,Future,358.18
U033,2025-07-26,TCS,Sell,20,2312.11,Option,-413.77
U028,2025-07-07,NIFTY,Buy,50,273.93,Intraday,-182.55
U005,2025-07-31,NIFTY,Sell,1,2439.76,Intraday,-177.04
U004,2025-06-13,HDFC,Sell,10,2753.31,Future,-135.4
U040,2025-07-19,INFY,Sell,10,2865.07,Future,-30.78
U006,2025-06-12,NIFTY,Sell,20,1513.42,Intraday,-724.75
U002,2025-07-10,ICICIBANK,Sell,10,104.84,Future,-571.49
U013,2025-06-08,BANKNIFTY,Sell,5,644.53,Option,138.09
U046,2025-07-09,BANKNIFTY,Buy,10,1288.56,Future,964.39
U022,2025-06-27,HDFC,Buy,20,913.67,Option,51.79
U024,2025-06-13,ICICIBANK,Sell,5,598.71,Future,-644.87
U001,2025-07-04,TCS,Buy,1,1357.2,Intraday,732.07
U017,2025-07-11,ADANIENT,Sell,10,960.99,Option,-937.79
U033,2025-07-29,SBIN,Sell,10,710.27,Delivery,754.2
U003,2025-06-08,TCS,Buy,1,1158.93,Future,-958.31
U030,2025-08-04,ICICIBANK,Sell,50,311.11,Delivery,-463.67
U048,2025-07-10,NIFTY,Buy,5,2108.75,Option,-376.27
U045,2025-07-09,NIFTY,Buy,10,1572.48,Intraday,666.13
U026,2025-07-04,BANKNIFTY,Sell,5,865.94,Option,-609.72
U001,2025-07-24,HDFC,Sell,10,2327.92,Future,661.5
U026,2025-07-25,INFY,Buy,5,2122.95,Intraday,-338.73
U018,2025-06-22,HDFC,Buy,5,1907.19,Option,-922.85
U020,2025-06-30,TCS,Sell,5,733.06,Delivery,-943.7
U031,2025-06-18,INFY,Sell,1,1891.6,Option,-876.5
U045,2025-06-09,ICICIBANK,Sell,5,1837.91,Future,719.01
U048,2025-06-08,BANKNIFTY,Buy,1,1104.55,Future,-179.24
U025,2025-06-14,INFY,Buy,50,2801.2,Intraday,493.48
U019,2025-06-06,INFY,Sell,20,2608.15,Intraday,999.29
U038,2025-07-04,RELIANCE,Buy,10,2166.97,Delivery,307.66
U001,2025-06-22,SBIN,Buy,10,2299.51,Intraday,-7.59
U020,2025-06-28,ADANIENT,Sell,1,1394.0,Delivery,109.31
U048,2025-07-11,SBIN,Buy,5,466.74,Option,612.4
U035,2025-07-22,HDFC,Buy,10,1361.59,Intraday,-843.24
U041,2025-06-30,ICICIBANK,Sell,10,209.18,Future,874.83
U019,2025-08-02,NIFTY,Sell,5,284.76,Future,913.78
U001,2025-07-16,ICICIBANK,Buy,5,1939.76,Future,-26.64
U041,2025-07-02,HDFC,Buy,5,1295.34,Future,404.72
U019,2025-07-24,BANKNIFTY,Buy,20,656.0,Future,-456.28
U016,2025-07-29,ADANIENT,Sell,10,2317.08,Delivery,851.6
U025,2025-06-26,TCS,Sell,20,2047.4,Option,858.91
U022,2025-06-30,BANKNIFTY,Sell,5,2924.26,Option,909.2
U004,2025-07-29,SBIN,Buy,50,489.33,Option,733.07
U036,2025-06-25,HDFC,Buy,50,2935.05,Option,-339.44
U003,2025-07-08,ITC,Buy,5,1790.05,Option,533.8
U020,2025-07-28,SBIN,Sell,50,1502.79,Intraday,-472.62
U027,2025-07-01,RELIANCE,Sell,20,1180.52,Intraday,-929.16
U007,2025-07-23,RELIANCE,Sell,10,655.16,Future,34.96
U044,2025-06-24,ICICIBANK,Sell,5,542.7,Delivery,-47.93
U041,2025-07-15,ADANIENT,Sell,20,939.93,Future,-846.97
U010,2025-07-12,ITC,Buy,50,103.61,Option,-203.55
U039,2025-06-12,TCS,Sell,10,2635.13,Future,331.83
U046,2025-07-24,TCS,Buy,50,844.23,Option,-882.39
U036,2025-06-07,ITC,Sell,10,645.7,Option,610.23
U009,2025-07-29,ITC,Sell,50,543.73,Option,-711.62
U036,2025-07-05,BANKNIFTY,Sell,1,895.73,Future,43.38
U027,2025-06-19,NIFTY,Sell,20,625.72,Option,-134.96
U028,2025-06-23,ITC,Buy,1,494.83,Intraday,449.85
U019,2025-07-28,TCS,Buy,5,1647.57,Option,726.15
U048,2025-06-25,HDFC,Buy,10,2977.96,Intraday,991.68
U045,2025-07-07,ICICIBANK,Sell,10,1808.2,Option,-486.46
U038,2025-07-03,INFY,Buy,20,1668.63,Delivery,304.27
U042,2025-06-12,ICICIBANK,Sell,10,1283.07,Delivery,-780.05
U021,2025-07-06,SBIN,Buy,1,660.08,Future,-827.62
U007,2025-06-08,ITC,Buy,10,2405.63,Future,-886.86
U042,2025-07-15,BANKNIFTY,Buy,50,2543.46,Delivery,881.71
U019,2025-06-30,TCS,Sell,10,877.16,Future,869.2
U039,2025-06-12,ADANIENT,Sell,5,1530.06,Delivery,-585.17
U049,2025-06-09,ITC,Sell,20,2275.02,Intraday,600.28
U012,2025-07-01,INFY,Buy,5,593.94,Intraday,-511.94
U009,2025-06-08,BANKNIFTY,Buy,10,212.47,Option,-542.23
U010,2025-07-27,RELIANCE,Buy,1,2279.66,Intraday,-796.46
U045,2025-07-16,SBIN,Sell,5,1587.21,Intraday,-560.46
U046,2025-06-10,TCS,Buy,10,2530.78,Intraday,158.85
U047,2025-06-15,SBIN,Sell,10,2515.87,Delivery,-278.18
U002,2025-06-28,TCS,Sell,50,2382.0,Intraday,31.42
U036,2025-07-09,NIFTY,Buy,20,115.67,Intraday,554.78
U032,2025-06-30,ITC,Buy,5,2610.76,Option,901.04
U022,2025-08-03,RELIANCE,Buy,20,936.53,Future,860.48
U022,2025-07-22,INFY,Buy,20,722.01,Option,-813.61
U003,2025-07-02,TCS,Buy,1,2979.0,Option,-736.7
U033,2025-06-25,HDFC,Buy,1,532.38,Option,687.85
U030,2025-06-21,HDFC,Buy,1,693.82,Delivery,102.88
U010,2025-06-09,NIFTY,Buy,10,2081.48,Intraday,428.06
U016,2025-06-25,RELIANCE,Sell,20,319.84,Delivery,487.6
U049,2025-06-09,ADANIENT,Sell,5,1869.57,Option,608.47
U042,2025-06-22,RELIANCE,Sell,10,1845.68,Option,-964.54
U016,2025-07-03,ADANIENT,Buy,10,128.76,Delivery,521.01
U045,2025-07-19,HDFC,Sell,10,901.56,Intraday,-498.0
U027,2025-07-27,SBIN,Sell,20,2801.59,Delivery,-544.97
U044,2025-07-01,ADANIENT,Buy,20,1850.73,Future,837.16
U045,2025-06-23,NIFTY,Sell,10,1205.03,Delivery,408.57
U011,2025-07-05,HDFC,Buy,5,1817.17,Delivery,-209.2
U046,2025-08-04,HDFC,Buy,10,1483.64,Option,630.84
U045,2025-06-15,ADANIENT,Buy,1,2276.02,Future,-45.09
U020,2025-07-02,BANKNIFTY,Sell,1,1959.29,Delivery,-489.4
U016,2025-06-26,RELIANCE,Buy,5,2781.95,Delivery,847.58
U009,2025-07-24,HDFC,Buy,5,2695.65,Intraday,972.37
U021,2025-07-18,ADANIENT,Sell,10,766.94,Option,307.96
U050,2025-07-10,HDFC,Buy,10,2574.95,Future,386.71
U036,2025-07-18,BANKNIFTY,Sell,20,1041.71,Future,646.65
U032,2025-07-21,INFY,Buy,10,1783.16,Intraday,937.79
U034,2025-07-03,TCS,Buy,10,1409.96,Option,293.33
U017,2025-06-30,ICICIBANK,Sell,5,268.96,Future,229.09
U028,2025-07-21,HDFC,Buy,50,1232.3,Option,939.48
U030,2025-07-30,RELIANCE,Buy,20,1184.77,Intraday,667.41
U006,2025-07-30,BANKNIFTY,Buy,10,2932.32,Option,673.98
U037,2025-07-08,HDFC,Sell,5,161.24,Future,-230.44
U018,2025-06-07,RELIANCE,Buy,50,1191.66,Delivery,-815.02
U019,2025-06-14,TCS,Sell,20,1316.79,Option,552.78
U035,2025-07-23,SBIN,Sell,20,1674.56,Intraday,532.73
U033,2025-06-24,HDFC,Buy,50,2591.97,Future,178.34
U012,2025-07-18,ICICIBANK,Buy,20,445.82,Option,72.23
U050,2025-07-28,BANKNIFTY,Sell,20,2134.63,Intraday,593.51
U011,2025-07-17,TCS,Sell,10,814.37,Option,-930.05
U027,2025-06-12,RELIANCE,Buy,10,2780.13,Intraday,-912.08
U017,2025-06-16,RELIANCE,Buy,20,2715.1,Option,439.59
U011,2025-07-28,ICICIBANK,Buy,50,2234.02,Future,-940.12
U015,2025-06-18,RELIANCE,Sell,10,1251.54,Intraday,448.27
U037,2025-07-20,ADANIENT,Sell,10,1586.12,Option,-593.3
U021,2025-07-06,SBIN,Sell,50,557.61,Intraday,607.69
U032,2025-06-08,ADANIENT,Sell,50,360.62,Intraday,-513.12
U033,2025-07-24,INFY,Buy,10,1585.09,Option,348.31
U011,2025-07-20,INFY,Buy,50,1147.53,Delivery,906.66
U043,2025-06-17,ITC,Buy,20,484.28,Future,858.4
U007,2025-08-01,INFY,Buy,5,1130.74,Delivery,-87.97
U011,2025-08-04,RELIANCE,Buy,10,1993.12,Option,-164.61
U022,2025-06-30,ICICIBANK,Sell,5,2573.18,Intraday,-760.16
U034,2025-06-27,SBIN,Sell,1,1441.86,Option,-353.38
U008,2025-06-29,RELIANCE,Sell,5,1326.58,Delivery,-116.19
U004,2025-06-16,RELIANCE,Sell,10,700.3,Delivery,-841.48
U004,2025-06-29,ADANIENT,Sell,20,948.47,Delivery,-110.39
U027,2025-06-24,BANKNIFTY,Sell,20,1519.93,Option,-142.97
U025,2025-06-19,ADANIENT,Sell,20,375.43,Delivery,380.99
U005,2025-06-10,ICICIBANK,Buy,1,2841.42,Intraday,-906.29
U038,2025-06-22,TCS,Buy,10,2624.25,Future,-886.75
U030,2025-06-13,ICICIBANK,Sell,5,1425.52,Delivery,96.07
U014,2025-06-30,ICICIBANK,Sell,5,2857.35,Future,46.6
U003,2025-06-17,BANKNIFTY,Sell,10,2970.03,Intraday,-219.59
U033,2025-06-18,NIFTY,Sell,5,1478.58,Option,534.93
U003,2025-08-03,TCS,Sell,5,1440.87,Delivery,908.68
U047,2025-07-19,ADANIENT,Buy,10,543.52,Intraday,-129.84
U028,2025-07-08,ADANIENT,Buy,10,828.07,Delivery,-167.19
U004,2025-07-21,NIFTY,Sell,10,155.68,Future,752.46
U016,2025-07-06,INFY,Sell,10,2775.2,Future,910.97
U049,2025-07-15,HDFC,Sell,5,226.98,Intraday,312.3
U040,2025-06-27,RELIANCE,Sell,50,456.55,Option,85.59
U033,2025-07-13,HDFC,Sell,50,526.32,Delivery,506.14
U002,2025-07-05,SBIN,Sell,50,252.75,Intraday,-217.41
U044,2025-07-26,TCS,Sell,20,1584.69,Delivery,-118.93
U019,2025-06-12,BANKNIFTY,Sell,5,105.34,Future,-63.88
U050,2025-08-03,ADANIENT,Sell,20,2466.1,Delivery,-560.53
U029,2025-06-20,ITC,Buy,20,2444.74,Delivery,530.44
U006,2025-07-28,NIFTY,Sell,10,1089.22,Option,645.66
U020,2025-07-26,RELIANCE,Buy,1,2066.27,Intraday,773.16
U009,2025-07-20,NIFTY,Sell,20,2606.77,Delivery,-494.89
U003,2025-07-12,NIFTY,Buy,5,748.47,Future,-601.4
U041,2025-06-21,RELIANCE,Sell,1,2211.0,Intraday,-599.69
U003,2025-07-24,NIFTY,Sell,10,2387.66,Intraday,432.19
U010,2025-08-01,TCS,Buy,20,736.2,Future,-307.11
U015,2025-07-30,RELIANCE,Sell,1,2419.83,Delivery,890.86
U039,2025-06-29,SBIN,Sell,5,2654.6,Intraday,961.29
U033,2025-06-21,RELIANCE,Sell,10,2697.09,Option,754.76
U007,2025-07-22,HDFC,Buy,1,1876.43,Intraday,-625.58
U032,2025-06-14,INFY,Buy,10,2733.44,Future,501.58
U008,2025-07-27,RELIANCE,Sell,1,2492.94,Delivery,-368.66
U034,2025-07-01,ADANIENT,Sell,20,2046.73,Delivery,129.78
U025,2025-07-27,SBIN,Sell,20,1334.1,Delivery,16.43
U020,2025-06-27,ICICIBANK,Buy,5,1050.29,Intraday,941.53
U007,2025-07-28,INFY,Buy,5,2817.35,Delivery,-228.93
U039,2025-07-03,NIFTY,Sell,20,2206.06,Future,-778.14
U019,2025-06-22,SBIN,Buy,5,1682.33,Intraday,1.44
U025,2025-07-03,INFY,Buy,5,2047.21,Delivery,38.24
U035,2025-08-01,HDFC,Sell,10,2617.41,Intraday,-497.68
U022,2025-06-30,BANKNIFTY,Sell,20,2885.42,Delivery,695.61
U043,2025-06-23,RELIANCE,Buy,20,1784.83,Option,948.05
U029,2025-06-14,SBIN,Sell,20,1382.4,Option,984.47
U007,2025-06-14,ITC,Sell,20,2648.63,Future,-86.06
U041,2025-08-03,RELIANCE,Sell,10,1417.15,Delivery,-697.28
U042,2025-07-03,SBIN,Buy,5,2002.73,Delivery,271.45
U025,2025-07-07,ICICIBANK,Buy,50,2551.05,Option,-195.05
U024,2025-06-26,SBIN,Sell,5,2042.09,Intraday,-243.34
U009,2025-07-20,SBIN,Buy,5,1574.39,Future,-140.25
U035,2025-06-23,RELIANCE,Sell,20,2528.98,Delivery,567.36
U038,2025-07-10,HDFC,Sell,10,1761.17,Delivery,-968.56
U050,2025-08-03,ITC,Buy,5,2972.29,Delivery,105.74
U040,2025-07-25,SBIN,Sell,10,323.3,Option,-395.93
U031,2025-06-29,ITC,Sell,10,1654.32,Future,-520.59
U008,2025-08-04,SBIN,Sell,5,1228.28,Intraday,178.56
U038,2025-06-26,ADANIENT,Sell,5,373.22,Intraday,-355.99
U011,2025-07-11,ICICIBANK,Sell,20,2207.37,Option,-656.32
U007,2025-07-28,ICICIBANK,Buy,5,2267.45,Intraday,-842.66
U030,2025-06-17,ADANIENT,Sell,1,2882.83,Intraday,-574.98
U027,2025-07-16,NIFTY,Buy,10,332.08,Option,394.01
U008,2025-07-19,NIFTY,Buy,20,2871.44,Option,901.23
U043,2025-07-11,SBIN,Sell,1,1884.1,Option,170.78
U025,2025-06-20,SBIN,Buy,10,2527.89,Intraday,715.02
U009,2025-07-14,ITC,Sell,1,2518.81,Intraday,711.29
U002,2025-06-13,BANKNIFTY,Buy,1,2684.02,Option,-554.79
U008,2025-07-25,BANKNIFTY,Sell,1,1000.47,Intraday,283.11
U049,2025-07-30,TCS,Buy,50,1712.36,Delivery,-402.97
U042,2025-07-10,ITC,Sell,10,2775.1,Delivery,-454.31
U012,2025-06-15,ADANIENT,Sell,20,2962.09,Future,735.85
U009,2025-07-02,INFY,Sell,5,1503.37,Future,95.51
U045,2025-06-27,ICICIBANK,Buy,5,2088.39,Intraday,-389.35
U026,2025-06-13,NIFTY,Buy,50,143.22,Intraday,-215.89
U014,2025-06-25,RELIANCE,Buy,20,2148.64,Option,541.73
U044,2025-08-01,NIFTY,Buy,10,611.06,Delivery,-790.75
U029,2025-06-21,HDFC,Buy,50,1347.19,Option,-545.27
U048,2025-06-20,BANKNIFTY,Sell,50,1816.08,Intraday,-940.64
U002,2025-06-26,ITC,Buy,50,1349.6,Option,-303.2
U002,2025-06-21,BANKNIFTY,Buy,50,771.69,Intraday,-362.14
U046,2025-06-06,INFY,Sell,1,1104.5,Future,-787.57
U032,2025-07-31,ADANIENT,Sell,20,148.16,Future,-687.72
U026,2025-08-03,SBIN,Buy,20,2099.19,Option,72.47
U026,2025-07-03,SBIN,Buy,1,1750.34,Intraday,-895.75
U050,2025-07-27,HDFC,Sell,5,2328.8,Delivery,-998.12
U030,2025-07-29,RELIANCE,Sell,50,1550.46,Delivery,-427.77
U026,2025-07-29,ICICIBANK,Sell,5,2492.95,Delivery,-187.06
U024,2025-07-08,NIFTY,Buy,10,955.82,Delivery,-852.45
U048,2025-07-07,INFY,Buy,1,887.57,Delivery,-352.66
U049,2025-07-31,ADANIENT,Buy,20,2805.87,Option,983.16
U030,2025-07-07,ITC,Buy,5,2569.21,Option,213.74
U028,2025-06-13,HDFC,Sell,20,1404.72,Future,908.24
U010,2025-06-06,ADANIENT,Sell,10,659.19,Future,-841.95
U005,2025-06-07,SBIN,Sell,20,919.1,Intraday,636.26
U028,2025-06-21,BANKNIFTY,Buy,50,1715.44,Option,-841.52
U003,2025-06-09,SBIN,Sell,1,1200.09,Future,-645.63
U048,2025-07-14,RELIANCE,Sell,20,2169.1,Intraday,894.61
U042,2025-06-23,INFY,Sell,50,2411.33,Future,-906.56
U019,2025-07-10,ICICIBANK,Buy,10,2102.73,Delivery,-707.74
U005,2025-06-19,NIFTY,Sell,1,2838.73,Future,24.36
U041,2025-07-20,ICICIBANK,Buy,50,2859.0,Future,44.92
U003,2025-07-24,ADANIENT,Sell,1,2996.11,Delivery,924.34
U015,2025-08-02,SBIN,Buy,10,847.65,Intraday,-820.62
U019,2025-07-17,SBIN,Sell,5,2597.86,Option,-985.09
U044,2025-06-23,RELIANCE,Buy,50,2289.8,Delivery,-806.56
U012,2025-08-04,INFY,Sell,50,2575.61,Intraday,-375.01
U042,2025-06-16,RELIANCE,Sell,10,1093.86,Future,711.74
U041,2025-07-11,SBIN,Sell,50,208.44,Option,-413.32
U021,2025-06-17,RELIANCE,Sell,1,2170.74,Delivery,-959.61
U005,2025-07-22,SBIN,Buy,10,215.43,Future,721.91
U024,2025-06-08,RELIANCE,Buy,20,134.58,Intraday,326.02
U006,2025-07-18,INFY,Sell,1,549.76,Option,-500.31
U037,2025-07-02,RELIANCE,Sell,20,1777.21,Future,-129.09
U013,2025-07-01,INFY,Sell,5,1893.35,Delivery,-939.98
U014,2025-06-26,SBIN,Buy,20,149.24,Option,966.96
U014,2025-07-02,ITC,Sell,10,149.84,Delivery,-130.05
U029,2025-07-25,INFY,Buy,1,2052.27,Option,70.07
U027,2025-07-01,BANKNIFTY,Buy,5,194.81,Option,-386.28
U018,2025-07-07,ADANIENT,Sell,50,1492.21,Future,187.98
U030,2025-06-17,SBIN,Sell,5,516.26,Delivery,337.39
U012,2025-07-23,BANKNIFTY,Sell,50,2276.08,Intraday,260.93
U024,2025-06-09,ITC,Sell,50,2637.94,Intraday,257.5
U043,2025-06-25,INFY,Sell,5,2684.68,Future,-306.48
U042,2025-07-09,BANKNIFTY,Sell,5,789.86,Future,-607.07
U027,2025-07-26,INFY,Buy,50,1240.43,Delivery,688.54
U011,2025-06-20,SBIN,Sell,1,2185.32,Option,25.26
U005,2025-06-13,ICICIBANK,Sell,20,1311.68,Future,-210.6
U007,2025-07-31,HDFC,Buy,20,1045.55,Future,157.53
U025,2025-07-10,HDFC,Buy,5,740.81,Option,550.59
U016,2025-07-25,INFY,Sell,1,515.23,Option,-998.62
U037,2025-07-26,NIFTY,Sell,5,2764.04,Future,-915.82
U014,2025-06-08,SBIN,Buy,1,2181.36,Option,-594.13
U030,2025-06-22,ADANIENT,Buy,20,782.47,Future,967.73
U004,2025-07-07,NIFTY,Sell,1,1206.42,Option,-408.92
U042,2025-07-08,SBIN,Sell,5,494.59,Option,247.32
U031,2025-07-29,RELIANCE,Sell,20,974.98,Option,-465.69
U046,2025-07-19,RELIANCE,Sell,50,2708.52,Option,23.52
U014,2025-07-21,TCS,Buy,10,940.0,Intraday,187.58
U030,2025-07-25,INFY,Sell,20,2604.56,Option,709.43
U035,2025-07-09,TCS,Sell,20,1542.41,Option,234.22
U023,2025-07-03,NIFTY,Buy,5,2719.11,Option,-50.95
U027,2025-07-01,HDFC,Sell,20,2718.57,Delivery,161.68
U031,2025-07-03,ICICIBANK,Buy,50,1467.01,Delivery,-213.44
U019,2025-06-25,RELIANCE,Sell,50,1405.04,Delivery,695.63
U007,2025-07-18,ITC,Sell,50,2151.99,Delivery,-989.08
U046,2025-08-02,INFY,Sell,50,2139.46,Option,-34.21
U009,2025-06-20,TCS,Buy,1,2349.07,Option,775.24
U004,2025-06-15,NIFTY,Sell,5,2574.12,Future,-335.28
U032,2025-06-30,INFY,Sell,5,1799.99,Future,-233.22
